Exercise;Element;reference_plantuml;reference;session_id;exercise_name;model_number;elem_type;plantuml;predicted;correct;llm
case_13_theater_scheduling;Attributes;Time.Day;1;P095;case_13_theater_scheduling;model003;Attributes;TimeOfDay.Day;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Time.Night;1;P095;case_13_theater_scheduling;model003;Attributes;TimeOfDay.Night;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Person.name;1;P095;case_13_theater_scheduling;model003;;;;;gpt-4.1
case_13_theater_scheduling;Attributes;Session.date;1;P095;case_13_theater_scheduling;model003;Attributes;Session.scheduledDate;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Session.timeBegin;1;P095;case_13_theater_scheduling;model003;Attributes;Session.startTime;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Session.timeEnd;1;P095;case_13_theater_scheduling;model003;Attributes;Session.endTime;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Theater.Location;1;P095;case_13_theater_scheduling;model003;Attributes;Theater.location;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Play.name;1;P095;case_13_theater_scheduling;model003;Attributes;Play.name;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Play.Time;1;P095;case_13_theater_scheduling;model003;Attributes;Play.timeOfDay;1;1;gpt-4.1
case_13_theater_scheduling;Association;"Play ""*"" -- ""*"" Theater : plays";1;P095;case_13_theater_scheduling;model003;;;;;gpt-4.1
case_13_theater_scheduling;Association;"Author ""1..*""  -- ""*"" Play : writes";1;P095;case_13_theater_scheduling;model003;Association;"Play ""1..*"" -- ""1..*"" Author";1;1;gpt-4.1
case_13_theater_scheduling;Association;"Participant ""*"" -- ""*"" Play : acts";1;P095;case_13_theater_scheduling;model003;Association;"Play ""0..*"" -- ""1..*"" Participant";1;0;gpt-4.1
case_13_theater_scheduling;Inheritance;Person <|-- Author;1;P095;case_13_theater_scheduling;model003;;;;;gpt-4.1
case_13_theater_scheduling;Inheritance;Person <|-- Participant;1;P095;case_13_theater_scheduling;model003;;;;;gpt-4.1
case_13_theater_scheduling;Inheritance;Play <|-- Musical;1;P095;case_13_theater_scheduling;model003;Inheritance;Musical --|> Play;1;1;gpt-4.1
case_13_theater_scheduling;Inheritance;Play <|-- Opera;1;P095;case_13_theater_scheduling;model003;Inheritance;Opera --|> Play;1;1;gpt-4.1
case_13_theater_scheduling;Association Class;(Play , Participant) .. Session;1;P095;case_13_theater_scheduling;model003;;;;;gpt-4.1
case_13_theater_scheduling;Attributes;;;P095;case_13_theater_scheduling;model003;Attributes;Theater.name;1;0;gpt-4.1
case_13_theater_scheduling;Attributes;;;P095;case_13_theater_scheduling;model003;Attributes;Author.name;1;0;gpt-4.1
case_13_theater_scheduling;Attributes;;;P095;case_13_theater_scheduling;model003;Attributes;Participant.name;1;0;gpt-4.1
case_13_theater_scheduling;Composition;;;P095;case_13_theater_scheduling;model003;Composition;"Theater ""1"" *-- ""1..*"" Session";1;0;gpt-4.1
case_13_theater_scheduling;Association;;;P095;case_13_theater_scheduling;model003;Association;"Play ""0..1"" -- ""1"" Session";1;0;gpt-4.1
case_15_robots;Class;Enumeration Location;1;P096;case_15_robots;model003;Class;Enumeration LocationCategory;1;1;gpt-4.1
case_15_robots;Class;Abstract Robot;1;P096;case_15_robots;model003;Class;Abstract Robot;1;1;gpt-4.1
case_15_robots;Class;CleaningRobot;1;P096;case_15_robots;model003;Class;CleaningRobot;1;1;gpt-4.1
case_15_robots;Class;TransportRobot;1;P096;case_15_robots;model003;Class;TransportRobot;1;1;gpt-4.1
case_15_robots;Class;Task;1;P096;case_15_robots;model003;Class;Task;1;1;gpt-4.1
case_15_robots;Class;TaskExecution;1;P096;case_15_robots;model003;Class;TaskExecution;1;1;gpt-4.1
case_15_robots;Attributes;Location.Corridors;1;P096;case_15_robots;model003;Attributes;LocationCategory.corridor;1;1;gpt-4.1
case_15_robots;Attributes;Location.Rooms;1;P096;case_15_robots;model003;Attributes;LocationCategory.room;1;1;gpt-4.1
case_15_robots;Attributes;Robot.id;1;P096;case_15_robots;model003;Attributes;Robot.identifier;1;1;gpt-4.1
case_15_robots;Attributes;Task.id;1;P096;case_15_robots;model003;Attributes;Task.code;1;1;gpt-4.1
case_15_robots;Attributes;TaskExecution.id;1;P096;case_15_robots;model003;Attributes;TaskExecution.referenceCode;1;1;gpt-4.1
case_15_robots;Attributes;TaskExecution.startTime;1;P096;case_15_robots;model003;Attributes;TaskExecution.startTime;1;1;gpt-4.1
case_15_robots;Attributes;TaskExecution.Location;1;P096;case_15_robots;model003;Attributes;TaskExecution.locationCategory;1;1;gpt-4.1
case_15_robots;Association;"Robot ""*"" -- ""*"" Task : performs";1;P096;case_15_robots;model003;Association;"Robot ""*"" -- ""*"" Task";1;1;gpt-4.1
case_15_robots;Inheritance;CleaningRobot --|> Robot;1;P096;case_15_robots;model003;Inheritance;CleaningRobot --|> Robot;1;1;gpt-4.1
case_15_robots;Inheritance;TransportRobot --|> Robot;1;P096;case_15_robots;model003;Inheritance;TransportRobot --|> Robot;1;1;gpt-4.1
case_15_robots;Association Class;(Robot, Task) .. TaskExecution;1;P096;case_15_robots;model003;Association Class;(Robot, Task) .. TaskExecution;1;1;gpt-4.1
case_13_theater_scheduling;Class;Enumeration Time;1;P097;case_13_theater_scheduling;model011;Class;Enumeration TimeOfDay;1;1;gpt-5
case_13_theater_scheduling;Class;Abstract Person;1;P097;case_13_theater_scheduling;model011;Class;Abstract Person;1;1;gpt-5
case_13_theater_scheduling;Class;Author;1;P097;case_13_theater_scheduling;model011;Class;Author;1;1;gpt-5
case_13_theater_scheduling;Class;Participant;1;P097;case_13_theater_scheduling;model011;Class;Participant;1;1;gpt-5
case_13_theater_scheduling;Class;Session;1;P097;case_13_theater_scheduling;model011;Class;Session;1;1;gpt-5
case_13_theater_scheduling;Class;Theater;1;P097;case_13_theater_scheduling;model011;Class;Theater;1;1;gpt-5
case_13_theater_scheduling;Class;Abstract Play;1;P097;case_13_theater_scheduling;model011;Class;Abstract Play;1;1;gpt-5
case_13_theater_scheduling;Class;Musical;1;P097;case_13_theater_scheduling;model011;Class;Musical;1;1;gpt-5
case_13_theater_scheduling;Class;Opera;1;P097;case_13_theater_scheduling;model011;Class;Opera;1;1;gpt-5
case_13_theater_scheduling;Attributes;Time.Day;1;P097;case_13_theater_scheduling;model011;Attributes;TimeOfDay.Day;1;1;gpt-5
case_13_theater_scheduling;Attributes;Time.Night;1;P097;case_13_theater_scheduling;model011;Attributes;TimeOfDay.Night;1;1;gpt-5
case_13_theater_scheduling;Attributes;Person.name;1;P097;case_13_theater_scheduling;model011;Attributes;Person.name;1;1;gpt-5
case_13_theater_scheduling;Attributes;Session.date;1;P097;case_13_theater_scheduling;model011;Attributes;Session.scheduledDate;1;1;gpt-5
case_13_theater_scheduling;Attributes;Session.timeBegin;1;P097;case_13_theater_scheduling;model011;Attributes;Session.startTime;1;1;gpt-5
case_13_theater_scheduling;Attributes;Session.timeEnd;1;P097;case_13_theater_scheduling;model011;Attributes;Session.endTime;1;1;gpt-5
case_13_theater_scheduling;Attributes;Theater.Location;1;P097;case_13_theater_scheduling;model011;Attributes;Theater.location;1;1;gpt-5
case_13_theater_scheduling;Attributes;Play.name;1;P097;case_13_theater_scheduling;model011;Attributes;Play.name;1;1;gpt-5
case_13_theater_scheduling;Attributes;Play.Time;1;P097;case_13_theater_scheduling;model011;Attributes;Play.timeOfDay;1;1;gpt-5
case_13_theater_scheduling;Association;"Play ""*"" -- ""*"" Theater : plays";1;P097;case_13_theater_scheduling;model011;Association;"Play ""0..*"" -- ""0..*"" Theater";1;1;gpt-5
case_13_theater_scheduling;Association;"Author ""1..*""  -- ""*"" Play : writes";1;P097;case_13_theater_scheduling;model011;Association;"Play ""1..*"" -- ""1..*"" Author";1;1;gpt-5
case_13_theater_scheduling;Association;"Participant ""*"" -- ""*"" Play : acts";1;P097;case_13_theater_scheduling;model011;Association;"Play ""1..*"" -- ""0..*"" Participant";1;1;gpt-5
case_13_theater_scheduling;Inheritance;Person <|-- Author;1;P097;case_13_theater_scheduling;model011;Inheritance;Author --|> Person;1;1;gpt-5
case_13_theater_scheduling;Inheritance;Person <|-- Participant;1;P097;case_13_theater_scheduling;model011;Inheritance;Participant --|> Person;1;1;gpt-5
case_13_theater_scheduling;Inheritance;Play <|-- Musical;1;P097;case_13_theater_scheduling;model011;Inheritance;Musical --|> Play;1;1;gpt-5
case_13_theater_scheduling;Inheritance;Play <|-- Opera;1;P097;case_13_theater_scheduling;model011;Inheritance;Opera --|> Play;1;1;gpt-5
case_13_theater_scheduling;Association Class;(Play , Participant) .. Session;1;P097;case_13_theater_scheduling;model011;;;;;gpt-5
case_13_theater_scheduling;Association;;;P097;case_13_theater_scheduling;model011;Association;"Session ""1"" -- ""0..*"" Theater";1;0;gpt-5
case_13_theater_scheduling;Composition;;;P097;case_13_theater_scheduling;model011;Composition;"Play ""0..1"" *-- ""1"" Session";1;0;gpt-5
case_13_theater_scheduling;Association;;;P097;case_13_theater_scheduling;model011;Association;"Author ""0..*"" -- ""0..*"" Participant";1;0;gpt-5
case_12_person_and_resources;Class;Person;1;P098;case_12_person_and_resources;model012;Class;Person;1;1;gpt-5
case_12_person_and_resources;Class;Ancestor;1;P098;case_12_person_and_resources;model012;Class;AncestorRelation;1;1;gpt-5
case_12_person_and_resources;Class;User;1;P098;case_12_person_and_resources;model012;Class;User;1;1;gpt-5
case_12_person_and_resources;Class;Abstract Resource;1;P098;case_12_person_and_resources;model012;Class;Abstract Resource;1;1;gpt-5
case_12_person_and_resources;Class;File;1;P098;case_12_person_and_resources;model012;Class;File;1;1;gpt-5
case_12_person_and_resources;Class;Folder;1;P098;case_12_person_and_resources;model012;Class;Folder;1;1;gpt-5
case_12_person_and_resources;Class;Access;1;P098;case_12_person_and_resources;model012;Class;ResourceAccess;1;1;gpt-5
case_12_person_and_resources;Attributes;Person.name;1;P098;case_12_person_and_resources;model012;Attributes;Person.name;1;1;gpt-5
case_12_person_and_resources;Attributes;Person.identifier;1;P098;case_12_person_and_resources;model012;Attributes;Person.identifier;1;1;gpt-5
case_12_person_and_resources;Attributes;Ancestor.degree;1;P098;case_12_person_and_resources;model012;Attributes;AncestorRelation.degree;1;1;gpt-5
case_12_person_and_resources;Attributes;User.password;1;P098;case_12_person_and_resources;model012;Attributes;User.password;1;1;gpt-5
case_12_person_and_resources;Attributes;Resource.name;1;P098;case_12_person_and_resources;model012;Attributes;Resource.name;1;1;gpt-5
case_12_person_and_resources;Attributes;Access.canEdit;1;P098;case_12_person_and_resources;model012;Attributes;ResourceAccess.canEdit;1;1;gpt-5
case_12_person_and_resources;Association;"Person ""0..1"" -- ""*"" Person : isChildOf";1;P098;case_12_person_and_resources;model012;Association;"Person ""0..*"" -- ""0..1"" Person";1;1;gpt-5
case_12_person_and_resources;Association;"Person ""*"" -- ""*"" Person : ancestor";1;P098;case_12_person_and_resources;model012;;;;;gpt-5
case_12_person_and_resources;Inheritance;Person <|-- User;1;P098;case_12_person_and_resources;model012;Inheritance;User --|> Person;1;1;gpt-5
case_12_person_and_resources;Composition;"User ""*"" *-- ""*"" Resource";1;P098;case_12_person_and_resources;model012;Association;"User ""*"" -- ""*"" Resource";1;0;gpt-5
case_12_person_and_resources;Composition;"Folder ""0..1"" *-- ""*"" Resource: belongsTo";1;P098;case_12_person_and_resources;model012;;;;;gpt-5
case_12_person_and_resources;Inheritance;Resource <|-- File;1;P098;case_12_person_and_resources;model012;Inheritance;File --|> Resource;1;1;gpt-5
case_12_person_and_resources;Inheritance;Resource <|-- Folder;1;P098;case_12_person_and_resources;model012;Inheritance;Folder --|> Resource;1;1;gpt-5
case_12_person_and_resources;Association Class;(User, Resource) .. Access;1;P098;case_12_person_and_resources;model012;Association Class;(User, Resource) .. ResourceAccess;1;1;gpt-5
case_12_person_and_resources;Association Class;(Person, Person) .. Ancestor;1;P098;case_12_person_and_resources;model012;;;;;gpt-5
case_12_person_and_resources;Composition;;;P098;case_12_person_and_resources;model012;Composition;"Folder ""0..1"" *-- ""0..1"" Folder";1;0;gpt-5
case_12_person_and_resources;Association;;;P098;case_12_person_and_resources;model012;Association;"Person ""1..*"" -- ""0..*"" AncestorRelation";1;0;gpt-5
case_12_person_and_resources;Composition;;;P098;case_12_person_and_resources;model012;Composition;"Folder ""1"" *-- ""1"" File";1;0;gpt-5
case_12_person_and_resources;Attributes;;;P098;case_12_person_and_resources;model012;Attributes;ResourceAccess.canView;1;0;gpt-5
case_15_robots;Class;Enumeration Location;1;P099;case_15_robots;model012;Class;Enumeration LocationCategory;1;1;gpt-5
case_15_robots;Class;Abstract Robot;1;P099;case_15_robots;model012;Class;Robot;1;0;gpt-5
case_15_robots;Class;CleaningRobot;1;P099;case_15_robots;model012;;;;;gpt-5
case_15_robots;Class;TransportRobot;1;P099;case_15_robots;model012;;;;;gpt-5
case_15_robots;Class;Task;1;P099;case_15_robots;model012;Class;Task;1;1;gpt-5
case_15_robots;Class;TaskExecution;1;P099;case_15_robots;model012;Class;TaskExecution;1;1;gpt-5
case_15_robots;Attributes;Location.Corridors;1;P099;case_15_robots;model012;Attributes;LocationCategory.Corridor;1;1;gpt-5
case_15_robots;Attributes;Location.Rooms;1;P099;case_15_robots;model012;Attributes;LocationCategory.Room;1;1;gpt-5
case_15_robots;Attributes;Robot.id;1;P099;case_15_robots;model012;Attributes;Robot.identifier;1;1;gpt-5
case_15_robots;Attributes;Task.id;1;P099;case_15_robots;model012;Attributes;Task.code;1;1;gpt-5
case_15_robots;Attributes;TaskExecution.id;1;P099;case_15_robots;model012;Attributes;TaskExecution.referenceCode;1;1;gpt-5
case_15_robots;Attributes;TaskExecution.startTime;1;P099;case_15_robots;model012;Attributes;TaskExecution.startTime;1;1;gpt-5
case_15_robots;Attributes;TaskExecution.Location;1;P099;case_15_robots;model012;Attributes;TaskExecution.locationCategory;1;1;gpt-5
case_15_robots;Association;"Robot ""*"" -- ""*"" Task : performs";1;P099;case_15_robots;model012;Association;"Robot ""0..*"" -- ""0..*"" Task";1;1;gpt-5
case_15_robots;Inheritance;CleaningRobot --|> Robot;1;P099;case_15_robots;model012;;;;;gpt-5
case_15_robots;Inheritance;TransportRobot --|> Robot;1;P099;case_15_robots;model012;;;;;gpt-5
case_15_robots;Association Class;(Robot, Task) .. TaskExecution;1;P099;case_15_robots;model012;;;;;gpt-5
case_15_robots;Class;;;P099;case_15_robots;model012;Class;Facility;1;0;gpt-5
case_15_robots;Attributes;;;P099;case_15_robots;model012;Attributes;Facility.id;1;0;gpt-5
case_15_robots;Attributes;;;P099;case_15_robots;model012;Attributes;Robot.RobotType;1;0;gpt-5
case_15_robots;Class;;;P099;case_15_robots;model012;Class;Enumeration RobotType;1;0;gpt-5
case_15_robots;Attributes;;;P099;case_15_robots;model012;Attributes;RobotType.CLEANING;1;0;gpt-5
case_15_robots;Attributes;;;P099;case_15_robots;model012;Attributes;RobotType.TRANSPORT;1;0;gpt-5
case_15_robots;Composition;;;P099;case_15_robots;model012;Composition;"Facility ""1"" *-- ""1"" Robot";1;0;gpt-5
case_15_robots;Composition;;;P099;case_15_robots;model012;Composition;"Facility ""1"" *-- ""1"" Task";1;0;gpt-5
case_15_robots;Composition;;;P099;case_15_robots;model012;Composition;"Facility ""1"" *-- ""1"" TaskExecution";1;0;gpt-5
case_15_robots;Association;;;P099;case_15_robots;model012;Association;"Robot ""0..*"" -- ""0..1"" TaskExecution";1;0;gpt-5
case_15_robots;Association;;;P099;case_15_robots;model012;Association;"Task ""1"" -- ""0..1"" TaskExecution";1;0;gpt-5
case_14_university_courses;Class;Student;1;P100;case_14_university_courses;model003;Class;Student;1;1;gpt-4.1
case_14_university_courses;Class;Course;1;P100;case_14_university_courses;model003;Class;Course;1;1;gpt-4.1
case_14_university_courses;Class;TeachingAssistant;1;P100;case_14_university_courses;model003;Class;TeachingAssistant;1;1;gpt-4.1
case_14_university_courses;Class;LabSection;1;P100;case_14_university_courses;model003;Class;LabSection;1;1;gpt-4.1
case_14_university_courses;Class;CourseRegistration;1;P100;case_14_university_courses;model003;Class;Enrollment;1;1;gpt-4.1
case_14_university_courses;Class;Assignment;1;P100;case_14_university_courses;model003;Class;Assignment;1;1;gpt-4.1
case_14_university_courses;Attributes;Student.ID;1;P100;case_14_university_courses;model003;Attributes;Student.studentCode;1;1;gpt-4.1
case_14_university_courses;Attributes;TeachingAssistant.FirstName;1;P100;case_14_university_courses;model003;Attributes;TeachingAssistant.firstName;1;1;gpt-4.1
case_14_university_courses;Attributes;TeachingAssistant.LastName;1;P100;case_14_university_courses;model003;Attributes;TeachingAssistant.lastName;1;1;gpt-4.1
case_14_university_courses;Attributes;LabSection.StartTime;1;P100;case_14_university_courses;model003;Attributes;LabSection.startTime;1;1;gpt-4.1
case_14_university_courses;Attributes;LabSection.EndTime;1;P100;case_14_university_courses;model003;Attributes;LabSection.endTime;1;1;gpt-4.1
case_14_university_courses;Attributes;LabSection.Location;1;P100;case_14_university_courses;model003;Attributes;LabSection.location;1;1;gpt-4.1
case_14_university_courses;Attributes;CourseRegistration.dateRegistered;1;P100;case_14_university_courses;model003;Attributes;Enrollment.enrollmentDate;1;1;gpt-4.1
case_14_university_courses;Attributes;Assignment.details;1;P100;case_14_university_courses;model003;Attributes;Assignment.details;1;1;gpt-4.1
case_14_university_courses;Attributes;Assignment.responsibilities;1;P100;case_14_university_courses;model003;Attributes;Assignment.responsibilities;1;1;gpt-4.1
case_14_university_courses;Association;"Student ""*"" -- ""*"" Course";1;P100;case_14_university_courses;model003;;;;;gpt-4.1
case_14_university_courses;Association;"TeachingAssistant ""*"" -- ""*"" Course";1;P100;case_14_university_courses;model003;;;;;gpt-4.1
case_14_university_courses;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;P100;case_14_university_courses;model003;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;1;gpt-4.1
case_14_university_courses;Association Class;(Student, Course) .. CourseRegistration;1;P100;case_14_university_courses;model003;;;;;gpt-4.1
case_14_university_courses;Association Class;(Course, TeachingAssistant) .. Assignment;1;P100;case_14_university_courses;model003;;;;;gpt-4.1
case_14_university_courses;Attributes;;;P100;case_14_university_courses;model003;Attributes;Course.courseName;1;0;gpt-4.1
case_14_university_courses;Association;;;P100;case_14_university_courses;model003;Association;"Student ""1"" -- ""0..*"" Enrollment";1;0;gpt-4.1
case_14_university_courses;Association;;;P100;case_14_university_courses;model003;Association;"Enrollment ""1"" -- ""1"" Course";1;0;gpt-4.1
case_14_university_courses;Association;;;P100;case_14_university_courses;model003;Association;"TeachingAssistant ""1"" -- ""0..*"" Assignment";1;0;gpt-4.1
case_14_university_courses;Association;;;P100;case_14_university_courses;model003;Association;"Assignment ""0..1"" -- ""1"" Course";1;0;gpt-4.1
case_11_e-commerce;Class;Customer;1;P101;case_11_e-commerce;model011;Class;Customer;1;1;gpt-5
case_11_e-commerce;Class;Product;1;P101;case_11_e-commerce;model011;Class;Product;1;1;gpt-5
case_11_e-commerce;Class;Order;1;P101;case_11_e-commerce;model011;Class;Order;1;1;gpt-5
case_11_e-commerce;Class;OrderDetails;1;P101;case_11_e-commerce;model011;Class;OrderItem;1;1;gpt-5
case_11_e-commerce;Class;Review;1;P101;case_11_e-commerce;model011;Class;Review;1;1;gpt-5
case_11_e-commerce;Class;Promotion;1;P101;case_11_e-commerce;model011;Class;Promotion;1;1;gpt-5
case_11_e-commerce;Class;PromotionDetails;1;P101;case_11_e-commerce;model011;Class;Offer;1;1;gpt-5
case_11_e-commerce;Attributes;Customer.ID;1;P101;case_11_e-commerce;model011;Attributes;Customer.id;1;1;gpt-5
case_11_e-commerce;Attributes;Product.Name;1;P101;case_11_e-commerce;model011;Attributes;Product.name;1;1;gpt-5
case_11_e-commerce;Attributes;Product.Description;1;P101;case_11_e-commerce;model011;Attributes;Product.description;1;1;gpt-5
case_11_e-commerce;Attributes;Order.ID;1;P101;case_11_e-commerce;model011;Attributes;Order.id;1;1;gpt-5
case_11_e-commerce;Attributes;OrderDetails.Quantity;1;P101;case_11_e-commerce;model011;Attributes;OrderItem.quantityRequested;1;1;gpt-5
case_11_e-commerce;Attributes;OrderDetails.Price;1;P101;case_11_e-commerce;model011;Attributes;OrderItem.agreedPrice;1;1;gpt-5
case_11_e-commerce;Attributes;Review.Date;1;P101;case_11_e-commerce;model011;Attributes;Review.reviewDate;1;1;gpt-5
case_11_e-commerce;Attributes;Review.Rating;1;P101;case_11_e-commerce;model011;Attributes;Review.ratingScore;1;1;gpt-5
case_11_e-commerce;Attributes;PromotionDetails.DiscountRate;1;P101;case_11_e-commerce;model011;Attributes;Offer.discountRate;1;1;gpt-5
case_11_e-commerce;Attributes;PromotionDetails.StartPeriod;1;P101;case_11_e-commerce;model011;Attributes;Offer.startDate;1;1;gpt-5
case_11_e-commerce;Attributes;PromotionDetails.EndPeriod;1;P101;case_11_e-commerce;model011;Attributes;Offer.endDate;1;1;gpt-5
case_11_e-commerce;Association;"Customer ""1"" -- ""0..*"" Order";1;P101;case_11_e-commerce;model011;Association;"Customer ""0..*"" -- ""1"" Order";1;0;gpt-5
case_11_e-commerce;Association;"Customer ""*"" -- ""0..*"" Product";1;P101;case_11_e-commerce;model011;Association;"Customer ""*"" -- ""*"" Product";1;1;gpt-5
case_11_e-commerce;Association;"Order ""*"" -- ""*"" Product ";1;P101;case_11_e-commerce;model011;Association;"Product ""*"" -- ""*"" Order";1;1;gpt-5
case_11_e-commerce;Association;"Product ""1"" -- ""0..*"" Promotion";1;P101;case_11_e-commerce;model011;Association;"Product ""*"" -- ""*"" Promotion";1;0;gpt-5
case_11_e-commerce;Association Class;(Order, Product) .. OrderDetails;1;P101;case_11_e-commerce;model011;Association Class;(Product, Order) .. OrderItem;1;1;gpt-5
case_11_e-commerce;Association Class;(Product, Customer) .. Review;1;P101;case_11_e-commerce;model011;Association Class;(Customer, Product) .. Review;1;1;gpt-5
case_11_e-commerce;Association Class;(Product, Promotion) .. PromotionDetails;1;P101;case_11_e-commerce;model011;Association Class;(Product, Promotion) .. Offer;1;1;gpt-5
case_12_person_and_resources;Class;Person;1;P102;case_12_person_and_resources;model003;Class;Person;1;1;gpt-4.1
case_12_person_and_resources;Class;Ancestor;1;P102;case_12_person_and_resources;model003;Class;AncestorDegree;1;1;gpt-4.1
case_12_person_and_resources;Class;User;1;P102;case_12_person_and_resources;model003;Class;User;1;1;gpt-4.1
case_12_person_and_resources;Class;Abstract Resource;1;P102;case_12_person_and_resources;model003;Class;Abstract Resource;1;1;gpt-4.1
case_12_person_and_resources;Class;File;1;P102;case_12_person_and_resources;model003;Class;File;1;1;gpt-4.1
case_12_person_and_resources;Class;Folder;1;P102;case_12_person_and_resources;model003;Class;Folder;1;1;gpt-4.1
case_12_person_and_resources;Class;Access;1;P102;case_12_person_and_resources;model003;;;;;gpt-4.1
case_12_person_and_resources;Attributes;Person.name;1;P102;case_12_person_and_resources;model003;Attributes;Person.name;1;1;gpt-4.1
case_12_person_and_resources;Attributes;Person.identifier;1;P102;case_12_person_and_resources;model003;Attributes;Person.identifier;1;1;gpt-4.1
case_12_person_and_resources;Attributes;Ancestor.degree;1;P102;case_12_person_and_resources;model003;Attributes;AncestorDegree.degree;1;1;gpt-4.1
case_12_person_and_resources;Attributes;User.password;1;P102;case_12_person_and_resources;model003;Attributes;User.password;1;1;gpt-4.1
case_12_person_and_resources;Attributes;Resource.name;1;P102;case_12_person_and_resources;model003;Attributes;Resource.name;1;1;gpt-4.1
case_12_person_and_resources;Attributes;Access.canEdit;1;P102;case_12_person_and_resources;model003;;;;;gpt-4.1
case_12_person_and_resources;Association;"Person ""0..1"" -- ""*"" Person : isChildOf";1;P102;case_12_person_and_resources;model003;Association;"Person ""0..1"" -- ""0..*"" Person";1;1;gpt-4.1
case_12_person_and_resources;Association;"Person ""*"" -- ""*"" Person : ancestor";1;P102;case_12_person_and_resources;model003;;;;;gpt-4.1
case_12_person_and_resources;Inheritance;Person <|-- User;1;P102;case_12_person_and_resources;model003;Inheritance;User --|> Person;1;1;gpt-4.1
case_12_person_and_resources;Composition;"User ""*"" *-- ""*"" Resource";1;P102;case_12_person_and_resources;model003;Association;"User ""0..*"" -- ""0..*"" Resource";1;0;gpt-4.1
case_12_person_and_resources;Composition;"Folder ""0..1"" *-- ""*"" Resource: belongsTo";1;P102;case_12_person_and_resources;model003;Composition;"Folder ""0..1"" *-- ""1"" Resource";1;0;gpt-4.1
case_12_person_and_resources;Inheritance;Resource <|-- File;1;P102;case_12_person_and_resources;model003;Inheritance;File --|> Resource;1;1;gpt-4.1
case_12_person_and_resources;Inheritance;Resource <|-- Folder;1;P102;case_12_person_and_resources;model003;Inheritance;Folder --|> Resource;1;1;gpt-4.1
case_12_person_and_resources;Association Class;(User, Resource) .. Access;1;P102;case_12_person_and_resources;model003;;;;;gpt-4.1
case_12_person_and_resources;Association Class;(Person, Person) .. Ancestor;1;P102;case_12_person_and_resources;model003;;;;;gpt-4.1
case_12_person_and_resources;Attributes;;;P102;case_12_person_and_resources;model003;Attributes;AncestorDegree.ancestor;1;0;gpt-4.1
case_12_person_and_resources;Association;;;P102;case_12_person_and_resources;model003;Association;"Person ""1..*"" -- ""1..*"" AncestorDegree";1;0;gpt-4.1
case_13_theater_scheduling;Class;Enumeration Time;1;P103;case_13_theater_scheduling;model002;Class;Enumeration TimeOfDay;1;1;gpt-4.1
case_13_theater_scheduling;Class;Abstract Person;1;P103;case_13_theater_scheduling;model002;Class;AuthorParticipant;1;0;gpt-4.1
case_13_theater_scheduling;Class;Author;1;P103;case_13_theater_scheduling;model002;;;;;gpt-4.1
case_13_theater_scheduling;Class;Participant;1;P103;case_13_theater_scheduling;model002;;;;;gpt-4.1
case_13_theater_scheduling;Class;Session;1;P103;case_13_theater_scheduling;model002;Class;Session;1;1;gpt-4.1
case_13_theater_scheduling;Class;Theater;1;P103;case_13_theater_scheduling;model002;Class;Theater;1;1;gpt-4.1
case_13_theater_scheduling;Class;Abstract Play;1;P103;case_13_theater_scheduling;model002;Class;Abstract Play;1;1;gpt-4.1
case_13_theater_scheduling;Class;Musical;1;P103;case_13_theater_scheduling;model002;Class;Musical;1;1;gpt-4.1
case_13_theater_scheduling;Class;Opera;1;P103;case_13_theater_scheduling;model002;Class;Opera;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Time.Day;1;P103;case_13_theater_scheduling;model002;Attributes;TimeOfDay.DAY;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Time.Night;1;P103;case_13_theater_scheduling;model002;Attributes;TimeOfDay.NIGHT;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Person.name;1;P103;case_13_theater_scheduling;model002;Attributes;AuthorParticipant.name;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Session.date;1;P103;case_13_theater_scheduling;model002;Attributes;Session.scheduledDate;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Session.timeBegin;1;P103;case_13_theater_scheduling;model002;Attributes;Session.startTime;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Session.timeEnd;1;P103;case_13_theater_scheduling;model002;Attributes;Session.endTime;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Theater.Location;1;P103;case_13_theater_scheduling;model002;Attributes;Theater.location;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Play.name;1;P103;case_13_theater_scheduling;model002;Attributes;Play.name;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Play.Time;1;P103;case_13_theater_scheduling;model002;Attributes;Play.timeOfDay;1;1;gpt-4.1
case_13_theater_scheduling;Association;"Play ""*"" -- ""*"" Theater : plays";1;P103;case_13_theater_scheduling;model002;;;;;gpt-4.1
